QualityID,MaterialID,InspectionDate,InspectionResult,ValidationDate
77c48a4c-2b41-49be-8ee0-48ec595054e4,M894,2024-09-23,Pass,2024-06-07
e272485a-3b64-4622-85ad-cc33f67dd7b6,M210,2024-08-04,Pass,2024-11-10
ee882358-d221-446e-bf04-e27660683c6b,M998,2025-01-05,Pass,2024-12-23
98c1e58a-f85c-4990-afb8-cc23fc8bd833,M765,2024-07-12,Pass,2024-05-12
428e0654-064c-4dd0-bc7c-18f2c602d5eb,M560,2024-05-20,Fail,2024-10-22
26145cb3-7e8c-42b4-ad4e-df615b6ad256,M623,2024-05-06,Pass,2024-04-14
ca59f8aa-609e-40d2-80c9-4fc0677c6163,M927,2024-09-21,Pass,
9ae33f58-d2b2-4070-92e4-2d978530847a,M526,2024-04-25,Pass,2024-12-26
c22db7cf-f218-46d3-8031-6275c5b046be,M603,2025-03-20,Fail,2024-08-29
21160abe-d233-459b-a257-415e183fa1a5,M725,2024-08-18,Pass,2024-11-24
7521e284-e825-4fc0-bf08-9b79e1d2fc5b,M301,2024-05-29,Fail,2024-10-05
4c26fdc4-9493-4367-9c90-f9996a558af9,M337,2024-08-22,Fail,2025-03-21
5c383296-6d9f-4d17-a1ef-898db39da851,M265,2025-01-10,Fail,2024-06-20
f9e10df1-c2c1-4e9f-9bd7-31a6ee44e7bc,M692,2024-06-19,Fail,2024-08-22
adfac129-d1a4-4cc0-acf7-e8f3321a3d82,M697,2024-03-21,Fail,
32a47ffb-80c2-4c7b-87ef-5a368bc9ed73,M679,2024-06-04,Pass,2024-12-14
630e8ee6-88a7-4f99-bb55-d01f5672dede,M645,2024-10-06,Fail,2024-12-11
39aff0af-8fb7-4a34-9adc-679b7cc1e3b0,M538,2024-07-02,Pass,
dc2dc43b-b38c-48dc-a078-4dd33d711c4d,M875,2024-07-01,Pass,
300320a0-8190-4873-9524-b6d83c2b5de8,M613,2024-04-20,Pass,2024-03-21
031a69ac-fb29-45ef-97f8-1c43fb26c4f6,M293,2025-03-17,Pass,2024-10-27
ff7e969c-a55b-4d4a-a7c3-b61a4d2f1ef1,M270,2025-02-16,Pass,2024-08-22
08651286-325b-43a8-ab72-7bb143fec440,M768,2024-03-24,Pass,2025-03-04
795123f5-e7c5-44e0-a652-9cba0f5c0e6d,M668,2024-12-03,Fail,2024-11-02
b3b3e629-c27c-40c5-9698-272519621252,M623,2024-12-22,Pass,2025-02-24
b20ff21f-ff32-4492-9da9-4c299844867f,M169,2025-01-26,Pass,2024-10-26
9c8516b8-b8b9-454a-bdc8-5fc053c3b381,M245,2024-12-07,Pass,2024-11-23
85e647e8-ea13-46aa-a9a7-5d884e47070f,M826,2024-12-21,Fail,2024-06-04
6c61d88a-186d-4403-8a4d-6cdc87d3146b,M164,2024-09-23,Fail,
66cafe8a-8fdd-4abf-9778-afb8d44626c2,M113,2024-11-10,Fail,2024-12-03
ba650b88-2866-415a-9816-e12e9e916a48,M185,2024-03-29,Pass,
8b5f3664-bc9c-4be3-ae1e-28eea0cdadd3,M232,2024-07-15,Pass,2024-06-29
78386228-c4b7-40d6-870e-a7d7c4fe0fc3,M919,2025-03-02,Pass,2024-06-01
6cff053a-6a30-4f93-86d7-136ffa848cfe,M914,2025-01-11,Pass,
6a59108a-a6fc-4269-a6bd-a5a32f6ad771,M208,2025-01-20,Fail,2024-03-23
2981fdc8-80d7-400c-8764-2e6225c17032,M636,2024-06-12,Fail,2024-09-06
4151e353-eb6b-4bea-9fcf-bfa55cdd9626,M954,2024-04-05,Pass,
27cda495-6f70-45c7-b7c0-40507220f686,M423,2024-04-20,Pass,2025-01-21
c2333e9b-5654-480a-b6ae-d5d28eb02332,M365,2025-03-18,Fail,2024-11-01
c1f025b9-ab74-4d7e-94ac-ce588de422b6,M982,2024-08-22,Fail,2024-09-04
32b243ce-d1b9-4225-a944-f942380011d8,M412,2024-10-07,Fail,
720f8d01-6deb-434a-8dea-1a584ee82705,M150,2024-09-25,Fail,2024-05-14
dd40cf97-1327-424f-b4bd-fa4b33eb8959,M299,2024-07-22,Pass,2024-11-10
3141034e-c090-43a5-91e0-e576f83f31fe,M419,2024-05-23,Pass,2024-07-25
646b86e5-5148-4fcb-b263-f9673b622148,M500,2025-02-11,Fail,2024-06-01
ff27a231-ca0e-43f1-a9b2-13fc806e7319,M761,2024-06-30,Fail,
7a9daa72-ddf4-47fa-b5cb-0d9d5d45ed13,M579,2024-08-08,Fail,2024-05-31
6f1b4b25-ce2a-42da-9cad-26230c7364a3,M797,2025-03-05,Fail,
447ac2e9-1b85-45b5-a051-6bbb162e9aba,M134,2025-01-27,Fail,2024-08-03
6d4ed36e-7d3d-4e42-92ba-32d25dc74d8d,M821,2025-02-23,Fail,
f3cbe85d-b9ce-4a8c-9715-2b385c06d956,M570,2024-07-04,Fail,2024-04-22
e24e5995-2608-41ca-808b-b7b1776940b3,M514,2024-09-28,Fail,
0167160d-ddee-48fa-8b78-23898541ada4,M421,2024-07-06,Fail,2025-02-07
cda78c8e-764a-4467-8e21-5525ff0ca57e,M855,2024-10-31,Fail,
05085baa-aabc-473f-93d1-0cb64aab3fd5,M556,2024-05-16,Pass,
a97fb327-b0a0-438f-ad58-7a3da6285ac8,M573,2024-05-02,Pass,2025-01-21
f64e4d0d-ebce-4126-8d6e-036a7c2af502,M737,2024-07-03,Pass,
a49b32ef-f9f6-44a3-b9d9-99f375657836,M170,2024-09-30,Fail,2024-10-28
c53781c3-9dac-4fc1-bdd3-8897d2d51816,M779,2024-09-28,Fail,
60ecc6c4-fdd5-4bed-966b-06ebf3fdb386,M234,2025-03-19,Fail,2025-02-05
31e16068-a10a-4947-9864-d38e5ece4d1c,M983,2025-01-12,Pass,2024-12-25
23415c57-2a56-449f-b6a6-4584302540b3,M768,2024-12-12,Fail,
d505b82d-ee9c-4e0d-a016-c9d5064d67b3,M197,2024-05-23,Fail,
a034f5f2-6875-47cc-82b9-983d262c2847,M888,2024-12-15,Pass,2025-03-14
31392e08-e422-4d35-afa4-292d6eabd8b7,M681,2024-08-12,Fail,2025-03-01
b4ba74dd-7d29-457b-8675-16e2b914b4d9,M683,2025-02-27,Pass,2024-05-29
1195f5b2-0a7c-4696-9f88-e7241539b88f,M741,2024-05-09,Fail,2024-10-23
f3eb46ad-5f85-4c27-b289-b24fad85d93f,M512,2024-07-05,Fail,2024-06-26
8ee91b87-9281-46cd-a01a-b12d682a3202,M987,2024-06-19,Pass,2024-04-09
8e3c7084-adfd-478a-b3bb-0673ebee4754,M280,2024-05-15,Fail,2024-09-11
5ac5ccdb-7c0a-4d3f-9a41-a0b8b7ff1043,M847,2025-02-06,Pass,
f6a214b0-d309-4186-8614-efb3c82af5ee,M737,2024-12-01,Pass,
46584f5e-7819-42e4-8c4e-720d90abd430,M554,2024-05-14,Fail,2024-06-06
3751e22f-f544-48ba-90b1-2278f8be5abc,M854,2025-03-17,Pass,2025-02-03
d1dd2435-127c-441e-876d-537ce8e8cb01,M668,2024-08-07,Pass,
d1009d10-f03f-4241-936f-6cca5c5a5e39,M463,2024-10-09,Pass,2024-05-04
9104e3ad-9bf4-425e-9610-6101e72bb392,M316,2024-03-25,Pass,
4e62cb80-edf5-4bc7-a5b1-810672824b4d,M295,2025-02-10,Pass,2024-05-04
cf665429-50ba-4ec3-8be6-6495525f2e53,M150,2025-01-08,Fail,2024-06-06
c4c0a10c-9508-4100-989b-5ea883dbbb6c,M583,2025-01-17,Pass,2024-12-03
78143d73-2347-4016-af59-fa0da7a88c21,M170,2024-04-20,Fail,2024-06-07
2078f774-4185-4d2b-aea7-2dde5e0fc08e,M963,2024-10-15,Pass,
aee18548-2b44-40cc-ab48-2e198a47b124,M894,2024-08-28,Fail,2024-11-02
0707a013-5647-4c04-b8b2-3083d64d1dfb,M219,2025-01-04,Pass,2024-09-09
25caca76-a801-4872-9f0d-ea93ea9e66cf,M919,2024-07-03,Fail,
33acaf0f-9c5e-4311-9df3-d4a514822d5c,M810,2025-02-07,Pass,2024-11-23
18c9d582-4154-4ba2-99f4-b74f674778f3,M775,2025-02-15,Pass,2024-09-16
497fadb4-4a07-43d6-bf1a-0f8d8379afa6,M514,2024-03-23,Fail,
a5d6a1cc-d0f9-4b03-8569-8becd69d993e,M582,2024-10-13,Pass,
94ec2065-30c8-480a-b462-c24507a6a06f,M342,2024-11-22,Pass,2024-10-04
89164a2a-4b68-4680-a980-104a5257bba4,M184,2025-01-23,Fail,
338cd993-b9ce-41c7-a79e-beab44abe639,M679,2024-04-17,Pass,
85c97fc6-5c12-418d-bf33-cea20f29a165,M813,2024-07-02,Fail,2024-11-30
a8057abf-1047-4fea-9463-b373928b7f95,M606,2024-12-08,Fail,
49672b59-611e-46cb-babc-7de27ee98e37,M936,2024-07-24,Pass,2025-03-07
fac6d2aa-04da-4285-9c99-3542c9d228b5,M889,2024-10-01,Pass,2025-02-21
14d1195f-86a8-4644-af38-509074d18f45,M529,2024-11-25,Pass,
7c0e7c3f-2139-4dec-9549-58f313d56284,M508,2025-03-07,Fail,2024-10-14
10f97d44-bfd4-463c-b61a-c6de5ccae3ff,M988,2025-01-02,Fail,
60f3a32e-e84a-4425-8fe7-a90e26a31ad3,M277,2024-12-17,Fail,
f962d27d-e7e2-4110-991a-83e29b415386,M464,2024-07-26,Pass,2024-10-02
9cbe3c1a-6aab-490d-b6ce-9d860790a6e0,M458,2024-07-24,Fail,2024-08-01
af3f909c-ce61-4dbe-bdff-b712564b8568,M799,2024-11-25,Fail,2024-09-03
7b733959-a36c-4d5c-afc4-caf8a3ff43f4,M450,2024-06-22,Fail,2024-12-07
c8abde85-ea47-447d-ab9d-2fdbd49b4cef,M851,2024-07-16,Pass,2024-11-28
bda0e78a-5d81-412c-b09d-55dc155a1246,M580,2024-07-21,Pass,2024-07-16
763ed192-d3c2-4635-9df7-02bbb5014935,M735,2024-07-05,Fail,
1d02dab3-67f1-4ab7-9b8f-5ce6dbe30855,M109,2024-09-17,Pass,2025-03-06
db81d824-f726-4bd0-a5b2-b71c18dba32a,M516,2024-05-26,Pass,2024-11-02
325dd14c-f555-4473-ba43-da8eac478255,M204,2024-08-05,Fail,2024-12-24
c68989da-8b46-448f-a57f-efd9e65b82b6,M284,2025-01-17,Fail,2024-04-04
d77af155-e208-42e3-9173-f7b26f8d3dba,M306,2024-05-14,Pass,2024-10-03
69938226-25d3-406c-b66c-6b484857f157,M269,2024-06-28,Fail,2024-03-27
264a87cd-5791-4383-9dc9-44bdcd02921e,M880,2024-06-29,Fail,2024-09-15
695697fb-b51d-47b1-a888-41a716d3f9a1,M555,2024-03-30,Pass,2024-04-27
25199ec5-2982-4306-90f0-c02290a795f6,M707,2025-02-03,Fail,2024-03-23
c9770c03-b80f-4aad-aac0-e298478c4fe0,M612,2024-11-10,Pass,2024-11-15
bb0bed80-233a-45a7-a851-c32cff4dae74,M653,2024-03-23,Fail,
e7fe90ea-c418-4235-8fab-fb99cc63d470,M150,2024-05-14,Pass,2025-01-16
1de1fd87-1d03-4dc2-b9e3-8054983deab9,M808,2024-11-22,Pass,2024-10-16
3e633768-769d-442b-bea7-f9abb81dbc7b,M197,2024-07-07,Fail,2024-07-02
529134d0-59ed-4751-af57-52b87b5298bd,M171,2025-02-16,Fail,2024-06-16
7c2d8b3e-12f0-42f9-8d7e-01be0427232c,M137,2024-09-24,Fail,2024-12-28
dc1f8be2-62c7-46d3-8881-117823a38d9e,M229,2024-06-20,Fail,2024-11-14
03d89071-58f6-4f59-aae0-c7dd00d437e6,M413,2024-12-16,Fail,2024-04-30
dabd4080-4a93-4276-9e97-e2be067d2bf7,M354,2025-02-05,Pass,2024-10-07
38493993-e313-415c-a7bf-fce7e1c2d859,M338,2024-04-30,Pass,
cd6f227e-a508-40ea-ac1d-c6ec43b09b42,M259,2025-03-07,Fail,2024-07-19
432d249c-fc6a-4dae-8409-a226df55c9ea,M521,2024-08-03,Pass,2024-06-13
e098d7e6-c842-4068-810a-491203560ae0,M705,2024-10-06,Fail,2024-10-14
5a262e9e-b869-4beb-bfc3-f6249e440f3d,M351,2025-01-07,Fail,2024-05-28
016c43f4-023b-47c0-9b9b-0f4a5e5b61e0,M783,2024-05-14,Pass,2024-06-17
8d6c13eb-1408-45e4-8bd7-3ced9ffba34b,M297,2025-01-31,Pass,2024-06-29
22adec0d-47b6-402e-a0b5-4f04fba5c898,M180,2024-06-15,Fail,2024-07-07
c5a2d973-c9e3-4076-8851-e33d4ddc5ae6,M592,2024-10-05,Fail,2024-07-23
91eb1bf0-4de1-4465-b43e-fe40b5c68eb9,M316,2024-09-27,Pass,2024-09-04
b91b7f32-512a-43c0-85ce-95445fbf1a03,M858,2024-03-21,Pass,2024-05-28
eb9ca0a2-d062-41a3-81b3-b33939cfa818,M229,2024-08-08,Pass,
ce925451-af10-4219-9245-a0d569e3da1e,M873,2024-11-18,Fail,2024-07-29
2508dcd4-18ee-46b5-84c6-f64339d62e61,M451,2024-05-21,Fail,2025-01-02
66715f44-b0af-4d77-96b0-e6893982bf9b,M704,2024-06-30,Fail,2024-08-11
b6639ab2-4350-488d-9872-12dcb703a5bf,M924,2024-09-28,Pass,2024-05-01
1a2fed2e-1921-4a81-97d9-241532fae4e5,M492,2024-03-29,Pass,2024-07-08
7cb07dd6-19c0-43fd-98d2-c803fabec0c1,M810,2025-02-24,Fail,2024-10-21
716b6a89-42e5-4eb7-a36d-07e85d2e8c6f,M137,2024-07-31,Fail,2024-09-21
a22f50a7-a203-4cba-b9c4-75834f225df4,M542,2025-02-04,Pass,
685f4b99-87f6-4e10-80d5-91fe247cbdd0,M805,2024-12-02,Pass,2024-06-10
66f3063d-d6f1-4ae3-a70f-13f376720251,M415,2024-07-26,Fail,
b5d6ef8b-a214-4197-b926-f9d5b13f17a4,M279,2024-05-27,Pass,2024-12-18
d4d2a45e-457e-4698-a22d-ab75463305fb,M673,2024-06-18,Fail,
8d85f3eb-7490-4413-8423-a044169d1637,M507,2024-08-11,Fail,
7e5c5b00-c7a2-4cf3-8a61-4b857c42d5d0,M879,2024-09-01,Pass,2024-12-19
6de2525f-044e-480c-9fb0-1efd47405476,M259,2024-08-29,Pass,
f333fdae-0470-4a7f-874f-38424f0e3f25,M502,2024-12-21,Pass,2025-02-22
7cdce299-6d49-44f9-af40-a2de7daa8927,M210,2024-08-15,Pass,2024-11-21
1e2f19a8-bf77-4e53-bf50-b08746df9649,M202,2025-01-17,Pass,
d3c249bb-078b-4927-b634-26c4a380d2bd,M699,2024-11-07,Fail,2024-09-17
e5b0b010-1ab2-436a-bf3e-bf9af665e7d8,M772,2024-09-29,Fail,
aa3df8f4-778c-462b-b745-02ccbb846086,M159,2024-05-28,Fail,2024-10-10
ad89dfd5-961b-4388-b189-6d0e893ab885,M275,2024-10-06,Fail,2024-06-13
aaaf1024-43d9-41c8-8a8f-ec8ced4c6da5,M407,2024-07-05,Pass,
8154f352-2cf4-4089-b576-d0fa0e51a578,M168,2024-04-11,Fail,
9ffc5c91-debb-4752-81fe-1a40bd084889,M683,2024-10-24,Pass,2024-07-24
e7c09d7d-a86a-47be-85a1-298a6bce4222,M653,2024-04-10,Pass,2025-03-03
9283efa0-933d-4b9e-9fc2-44d19a042cb1,M845,2024-11-26,Fail,2024-08-09
5f47f542-53e6-4780-9c4d-8908a7635b8d,M681,2025-03-19,Pass,
71c7a32e-6ac6-498c-a777-5a5f348b9fa1,M191,2024-08-01,Pass,2024-12-19
1b891a29-9b9e-4df0-bd60-77ae79bf77be,M986,2024-09-03,Pass,2024-10-03
04c1706d-becd-48bd-8753-748dc0514681,M114,2024-11-18,Fail,2024-04-08
7c86e7fd-c0dc-44b8-ac57-6993685bbbac,M397,2024-05-31,Pass,
242d529e-cbc7-490c-90de-530d957bcef6,M355,2024-11-18,Fail,2024-05-24
d664b167-c550-41d3-8d09-2218b4c48212,M522,2025-02-16,Pass,2024-10-30
58794314-a9b0-4af4-9d4f-c4ed4287f613,M598,2024-05-18,Fail,2024-05-30
d1e14817-1123-4474-a4d5-807ef52069bf,M912,2024-11-28,Fail,2024-11-27
a2018b50-a821-4cd2-920e-337c7dcb40a5,M191,2024-09-05,Fail,2024-09-01
3e4993fb-e44d-4e56-95b7-bf95163de874,M567,2024-10-12,Fail,2025-02-02
ed74437c-9229-4709-8584-9731fc30c8be,M733,2024-12-15,Pass,
f0ef0884-8db1-4ab4-8522-32839103987e,M784,2024-10-29,Fail,2024-10-05
de60aaa9-6851-42a6-b02f-4f3e1f672f42,M438,2025-02-11,Pass,
c2456a2b-e9a7-48cc-b5ab-7caeff29e375,M947,2024-11-06,Pass,2025-02-23
6408b22f-b6ca-403c-a302-bf4633ad3632,M740,2024-03-24,Pass,2025-02-04
9f28a25a-1958-4c9f-b937-1a4ff97e0e5b,M972,2024-10-13,Fail,
821c6f61-acd3-4197-895b-ab7f501fe5c5,M617,2024-08-26,Fail,
d32bb522-df91-4224-a06e-735d96d4130d,M220,2024-10-07,Pass,2025-01-30
a60d5fdc-891b-462a-85ad-90867ae798fc,M481,2025-01-04,Fail,2024-12-05
e635ec4e-656b-47d8-9eb6-39bd74deeaa0,M944,2024-08-07,Pass,2025-03-07
63328a90-86b6-48a5-822c-d2db6b76a591,M856,2024-03-25,Pass,2024-10-21
070c8082-64fa-42f9-9f91-743efec36ad9,M132,2025-01-06,Fail,2025-01-22
1c533a07-9cbc-465a-968c-b6d0ddb148ca,M200,2024-08-26,Pass,2025-03-21
7ac28e54-d11f-4ffc-a8ea-18dacc4890e7,M807,2024-11-26,Fail,2024-08-14
786ebbab-0786-4549-8e28-e76b24574473,M129,2024-05-30,Fail,
aa9c2da7-82fd-4e39-9734-639f088da017,M484,2024-09-04,Fail,2025-02-07
80438c32-5b2a-4103-aa5f-4c5b8f3e112b,M801,2025-01-07,Fail,
977d7332-5a9e-48e0-807b-39105f93284a,M261,2024-11-28,Pass,2024-11-15
79e75a71-c952-4ada-9027-02bd614ae37b,M249,2024-07-20,Pass,2025-03-17
dde06c80-7adc-47a9-bf6d-085ec875b720,M819,2025-01-22,Fail,2024-03-23
6904696c-7d14-40ab-8ddd-2555bd00f57b,M493,2024-07-12,Pass,
b0a9fb0d-9439-4ede-97d4-74b1e38f9fd7,M261,2024-04-30,Pass,2024-11-10
cadcd41d-4b98-486f-b39d-5b349b15a8b7,M612,2025-02-05,Pass,
